ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status 
71146,577,0,1,3,30,16.0,0,1,1
71147,625,1,1,3,15,40.0,0,2,0
71148,626,1,1,3,40,20.0,0,2,0
71149,626,1,1,3,40,40.0,0,1,0
71150,625,1,1,3,40,35.0,0,2,2
71151,626,0,1,3,20,20.0,0,1,0
71152,625,0,1,3,20,30.0,0,1,0
71153,625,0,1,3,30,28.0,0,3,0
71154,626,0,1,3,30,41.0,0,1,0
71155,625,0,1,3,45,35.0,0,2,0
71156,625,0,1,3,50,20.0,0,3,0
71157,625,0,1,3,50,23.0,0,3,0
71158,626,0,1,3,60,33.0,0,2,0
71160,625,0,1,3,20,31.0,0,1,1
71161,626,0,1,3,30,25.0,0,2,1
71162,677,1,1,3,15,15.0,0,2,0
71163,677,1,1,3,50,42.0,0,2,0
71164,677,1,1,3,65,39.0,0,2,1
71165,677,0,1,3,10,27.0,0,2,0
71166,677,0,1,3,15,19.0,0,2,0
71167,677,0,1,3,20,10.0,0,2,0
71168,677,0,1,3,45,37.0,0,2,0
71169,677,0,1,3,45,30.0,0,2,2
71170,731,1,1,3,15,36.0,0,2,0
71171,731,1,1,3,20,5.0,0,2,0
71172,731,1,1,3,20,12.0,0,1,0
71173,732,1,1,3,25,33.0,0,1,0
71174,732,1,1,3,30,16.0,0,2,0
71175,732,1,1,3,30,40.0,0,1,0
71176,732,1,1,3,40,24.0,0,2,1
71177,732,0,1,3,10,5.0,0,1,0
71179,732,0,1,3,25,17.0,0,1,0
71180,732,0,1,3,30,23.0,0,1,0
71181,731,0,1,3,35,40.0,0,2,0
71182,732,0,1,3,35,41.0,0,2,0
71183,732,0,1,3,60,27.0,0,2,0
71184,732,0,1,3,20,34.0,0,1,2
71185,732,0,1,3,60,30.0,0,1,2
71186,790,1,1,3,20,43.0,0,2,0
71187,790,1,1,3,40,15.0,0,3,0
71188,789,1,1,3,20,39.0,0,1,1
71189,790,1,1,3,20,28.0,0,2,1
71190,789,0,1,3,15,35.0,0,2,0
71193,790,0,1,3,40,20.0,0,1,0
71194,790,0,1,3,40,25.0,0,2,0
71195,789,0,1,3,40,45.0,0,1,0
71196,789,0,1,3,60,44.0,0,2,0
71197,851,1,1,3,20,46.0,0,2,0
71198,851,1,1,3,25,35.0,0,3,0
71199,851,1,1,3,25,40.0,0,1,0
71200,851,1,1,3,30,40.0,0,1,1
71201,851,1,1,3,40,39.0,0,2,1
71204,850,0,1,3,10,29.0,0,3,0
71205,851,0,1,3,25,31.0,0,1,0
71207,851,0,1,3,40,15.0,0,2,0
71208,850,0,1,3,40,17.0,0,2,0
71209,851,0,1,3,15,33.0,0,1,1
71210,851,0,1,3,15,41.0,0,1,1
71211,851,0,1,3,45,33.0,0,1,2
71212,915,1,1,3,10,24.0,0,2,0
71213,916,1,1,3,25,30.0,0,1,0
71214,915,1,1,3,20,40.0,0,1,1
71215,915,1,1,3,20,40.0,0,2,1
71216,916,1,1,3,15,35.0,0,1,1
71217,915,0,1,3,10,25.0,0,3,0
71218,916,0,1,3,40,47.0,0,2,0
71219,915,0,1,3,60,15.0,0,2,0
71220,915,0,1,3,10,27.0,0,1,1
71221,984,1,1,3,10,41.0,0,3,0
71222,984,1,1,3,15,39.0,0,2,0
71223,984,1,1,3,30,35.0,0,3,0
71224,984,1,1,3,35,43.0,0,1,0
71225,984,1,1,3,50,43.0,0,1,0
71226,984,1,1,3,60,42.0,0,2,0
71227,984,1,1,3,10,30.0,0,1,1
71228,984,1,1,3,40,38.0,0,2,2
71229,984,0,1,3,5,44.0,0,3,0
71231,984,0,1,3,50,30.0,0,1,0
71233,1056,1,1,3,10,37.0,0,1,0
71234,1056,1,1,3,20,37.0,0,2,0
71235,1056,1,1,3,25,37.0,0,3,0
71236,1056,1,1,3,40,22.0,0,1,0
71237,1056,1,1,3,40,25.0,0,2,0
71238,1056,1,1,3,15,35.0,0,3,2
71239,1056,0,1,3,10,33.0,0,2,0
71240,1056,0,1,3,10,41.0,0,2,0
71241,1056,0,1,3,15,20.0,0,3,0
71242,1056,0,1,3,15,32.0,0,2,1
71243,1056,0,1,3,15,30.0,0,2,1
71244,1132,1,1,3,20,25.0,0,2,0
71245,1132,1,1,3,35,39.0,0,2,0
71247,1132,1,1,3,40,37.0,0,1,1
71248,1132,1,1,3,30,44.0,0,2,2
71249,1132,0,1,3,10,50.0,0,1,0
71252,1212,1,1,3,15,35.0,0,2,0
71253,1212,1,1,3,20,49.0,0,2,0
71254,1212,1,1,3,30,40.0,0,2,1
71255,1212,1,1,3,20,41.0,0,2,1
71256,1212,1,1,3,40,36.0,0,2,1
71257,1212,1,1,3,10,46.0,0,3,2
71259,1212,0,1,3,25,50.0,0,2,0
71260,1212,0,1,3,40,39.0,0,2,0
71261,1212,0,1,3,5,40.0,0,2,1
71262,1296,1,1,3,5,10.0,0,2,0
71263,1297,1,1,3,10,25.0,0,1,0
71264,1296,1,1,3,15,16.0,0,1,0
71265,1296,1,1,3,20,46.0,0,2,1
71267,1296,1,1,3,25,30.0,0,1,1
71268,1297,1,1,3,25,44.0,0,2,2
71270,1297,0,1,3,20,26.0,0,2,0
71271,1296,0,1,3,20,32.0,0,2,0
71272,1297,0,1,3,25,41.0,0,2,0
71273,1296,0,1,3,25,46.0,0,1,0
71274,1296,0,1,3,40,43.0,0,3,0
71275,1297,0,1,3,40,50.0,0,2,0
71276,1296,0,1,3,40,38.0,0,1,1
71277,1296,0,1,3,65,44.0,0,2,1
71278,1296,0,1,3,20,42.0,0,2,2
71280,1385,1,1,3,20,46.0,0,2,1
71281,1385,1,1,3,10,52.0,0,1,1
71283,1385,0,1,3,10,35.0,0,1,0
71284,1385,0,1,3,20,48.0,0,1,0
71285,1385,0,1,3,30,17.0,0,1,0
71286,1385,0,1,3,60,45.0,0,2,0
71287,1385,0,1,3,35,39.0,0,2,1
71288,1385,0,1,3,20,40.0,0,2,2
71289,1478,1,1,3,30,20.0,0,3,0
71290,1478,1,1,3,10,42.0,0,3,2
71291,1478,0,1,3,10,24.0,0,2,0
71292,1478,0,1,3,40,50.0,0,3,0
71293,1478,0,1,3,20,48.0,0,3,1
71294,1478,0,1,3,30,50.0,0,3,1
71295,1478,0,1,3,20,38.0,0,2,1
71296,1478,0,1,3,20,40.0,0,2,1
71298,1478,0,1,3,20,40.0,0,2,1
71299,1576,1,1,3,15,35.0,0,2,0
71301,1576,1,1,3,25,43.0,0,2,1
71302,1576,1,1,3,20,50.0,0,3,1
71303,1575,1,1,3,15,27.0,0,2,1
71304,1575,0,1,3,15,20.0,0,1,0
71305,1576,0,1,3,30,38.0,0,3,0
71306,1575,0,1,3,40,39.0,0,1,0
71308,1576,0,1,3,30,54.0,0,2,1
71309,1678,1,1,3,10,35.0,0,2,0
71310,1678,1,1,3,10,44.0,0,3,0
71311,1678,1,1,3,15,24.0,0,1,0
71312,1678,1,1,3,20,52.0,0,1,1
71313,1678,1,1,3,5,41.0,0,2,1
71314,1678,0,1,3,30,30.0,0,1,0
71315,1678,0,1,3,45,50.0,0,2,0
71316,1678,0,1,3,20,45.0,0,2,1
71318,1786,1,1,3,20,54.0,0,3,0
71319,1786,1,1,3,40,38.0,0,2,0
71320,1785,1,1,3,20,47.0,0,3,1
71321,1786,1,1,3,25,49.0,0,2,1
71322,1785,1,1,3,25,52.0,0,1,2
71323,1785,1,1,3,20,53.0,0,2,2
71324,1786,0,1,3,10,55.0,0,3,0
71325,1785,0,1,3,15,55.0,0,2,0
71326,1785,0,1,3,20,52.0,0,2,0
71327,1785,0,1,3,25,50.0,0,2,0
71328,1785,0,1,3,35,50.0,0,1,0
71329,1785,0,1,3,60,44.0,0,2,0
71330,1786,0,1,3,40,50.0,0,2,1
71331,1898,1,1,3,5,40.0,0,2,0
71333,1898,1,1,3,25,54.0,0,2,0
71334,1898,1,1,3,35,51.0,0,2,0
71335,1898,1,1,3,10,55.0,0,1,1
71336,1898,1,1,3,10,35.0,0,1,1
71337,1898,1,1,3,20,50.0,0,1,1
71338,1898,1,1,3,20,50.0,0,2,2
71339,1898,1,1,3,40,50.0,0,3,2
71340,1898,0,1,3,5,41.0,0,1,0
71341,1898,0,1,3,10,41.0,0,1,0
71342,1898,0,1,3,15,51.0,0,2,1
71343,1898,0,1,3,20,50.0,0,3,2
71344,2015,1,1,3,5,20.0,0,2,1
71345,2016,1,1,3,20,37.0,0,2,1
71346,2015,1,1,3,20,40.0,0,2,1
71347,2015,1,1,3,40,55.0,0,1,1
71348,2016,1,1,3,20,51.0,0,2,1
71349,2016,1,1,3,20,55.0,0,1,2
71350,2016,0,1,3,25,28.0,0,2,0
71351,2016,0,1,3,25,50.0,0,3,0
71352,2015,0,1,3,30,40.0,0,2,0
71354,2015,0,1,3,20,51.0,0,2,1
71355,2015,0,1,3,40,49.0,0,2,1
71356,2139,1,1,3,30,56.0,0,1,0
71357,2138,1,1,3,30,48.0,0,1,1
71358,2267,1,1,3,15,45.0,0,2,0
71359,2267,1,1,3,20,50.0,0,3,0
71360,2267,1,1,3,20,35.0,0,3,2
71362,2267,0,1,3,25,50.0,0,2,1
71363,2267,0,1,3,30,47.0,0,2,1
71364,2267,0,1,3,10,38.0,0,3,1
71365,2401,1,1,3,15,52.0,0,3,0
71366,2401,1,1,3,40,18.0,0,1,0
71367,2401,1,1,3,40,57.0,0,2,0
71368,2402,0,1,3,30,45.0,0,1,1
71369,2401,0,1,3,20,52.0,0,2,1
71370,2541,1,1,3,15,59.0,0,2,0
71371,2542,1,1,3,20,25.0,0,1,0
71372,2542,1,1,3,25,62.0,0,1,0
71373,2542,1,1,3,20,46.0,0,3,1
71374,2542,1,1,3,10,30.0,0,3,1
71375,2541,0,1,3,15,54.0,0,2,0
71376,2541,0,1,3,20,51.0,0,2,0
71377,2542,0,1,3,25,51.0,0,3,0
71378,2542,0,1,3,40,30.0,0,3,0
71379,2688,1,1,3,20,49.0,0,1,0
71380,2688,1,1,3,15,47.0,0,1,1
71381,2688,1,1,3,10,51.0,0,3,1
71383,2688,0,1,3,5,47.0,0,1,0
71384,2688,0,1,3,10,54.0,0,1,0
71385,2687,0,1,3,20,42.0,0,1,0
71386,2687,0,1,3,40,40.0,0,3,0
71387,2688,0,1,3,45,55.0,0,1,2
71389,2840,1,1,3,40,60.0,0,3,2
71390,2840,1,1,3,15,56.0,0,2,2
71391,2840,0,1,3,5,60.0,0,1,0
71392,2840,0,1,3,10,58.0,0,2,0
71393,2999,1,1,3,5,53.0,0,3,0
71394,2999,1,1,3,25,54.0,0,1,0
71395,2999,1,1,3,40,50.0,0,2,0
71396,2999,1,1,3,5,58.0,0,2,1
71397,2999,1,1,3,15,57.0,0,1,1
71398,2999,1,1,3,15,60.0,0,1,1
71399,2999,1,1,3,30,40.0,0,2,1
71401,2999,0,1,3,40,57.0,0,3,0
71402,2999,0,1,3,20,49.0,0,1,1
71403,3165,1,1,3,5,50.0,0,2,0
71404,3164,1,1,3,30,55.0,0,2,1
71405,3164,0,1,3,30,54.0,0,2,1
71406,3165,0,1,3,15,60.0,0,2,1
71407,3337,1,1,3,15,66.0,0,2,0
71408,3515,1,1,3,40,60.0,0,3,0
71409,3515,0,1,3,30,57.0,0,3,0
71410,3702,1,1,3,30,60.0,0,2,0
71412,3895,0,1,3,20,48.0,0,1,0
71413,151,1,0,3,10,15.0,0,2,0
71414,151,1,0,3,30,21.0,0,2,0
71415,150,0,0,3,15,14.0,0,2,0
71416,150,0,0,3,15,16.0,0,3,0
71418,168,1,0,3,25,12.0,0,1,0
71419,168,1,0,3,25,23.0,0,3,0
71420,168,1,0,3,30,20.0,0,2,0
71421,168,1,0,3,40,22.0,0,1,0
71422,168,0,0,3,5,18.0,0,3,0
71423,168,0,0,3,10,11.0,0,1,0
71424,168,0,0,3,40,19.0,0,2,0
71425,188,1,0,3,10,22.0,0,2,0
71426,188,1,0,3,20,17.0,0,2,0
71427,188,1,0,3,60,25.0,0,3,0
71428,188,0,0,3,35,22.0,0,3,0
71429,209,1,0,3,5,8.0,0,1,0
71430,209,1,0,3,5,23.0,0,3,0
71431,209,1,0,3,10,10.0,0,2,0
71432,209,1,0,3,30,23.0,0,3,0
71433,209,1,0,3,50,20.0,0,2,0
71434,209,0,0,3,15,19.0,0,1,0
71435,209,0,0,3,25,21.0,0,1,0
71436,209,0,0,3,30,24.0,0,2,0
71437,232,1,0,3,5,22.0,0,2,0
71438,232,1,0,3,35,14.0,0,3,0
71439,232,1,0,3,35,25.0,0,1,0
71440,231,0,0,3,10,7.0,0,1,0
71443,232,0,0,3,30,13.0,0,2,0
71444,256,1,0,3,25,18.0,0,1,0
71445,256,1,0,3,30,18.0,0,2,0
71446,257,1,0,3,40,14.0,0,3,0
71447,256,0,0,3,10,12.0,0,2,0
71448,256,0,0,3,20,12.0,0,3,0
71449,256,0,0,3,30,12.0,0,2,0
71450,283,1,0,3,5,16.0,0,1,0
71451,283,1,0,3,20,10.0,0,3,0
71453,283,1,0,3,35,26.0,0,1,0
71454,283,0,0,3,20,13.0,0,1,0
71455,283,0,0,3,40,10.0,0,1,0
71457,311,1,0,3,20,29.0,0,2,0
71458,312,1,0,3,20,27.0,0,2,2
71459,311,0,0,3,15,26.0,0,2,0
71460,312,0,0,3,30,10.0,0,2,0
71461,311,0,0,3,40,20.0,0,2,0
71462,342,1,0,3,5,6.0,0,2,0
71464,342,1,0,3,10,22.0,0,2,0
71465,342,1,0,3,25,23.0,0,2,0
71466,342,1,0,3,60,19.0,0,1,0
71467,342,0,0,3,10,15.0,0,2,0
71469,375,1,0,3,15,26.0,0,2,0
71470,375,1,0,3,25,30.0,0,2,0
71471,375,1,0,3,30,28.0,0,2,0
71472,375,1,0,3,40,24.0,0,2,0
71473,375,1,0,3,60,23.0,0,1,0
71474,375,0,0,3,5,6.0,0,2,0
71475,375,0,0,3,5,16.0,0,1,0
71476,375,0,0,3,5,25.0,0,2,0
71477,375,0,0,3,20,8.0,0,2,0
71478,375,0,0,3,20,29.0,0,2,0
71479,375,0,0,3,40,19.0,0,2,0
71480,410,1,0,3,20,22.0,0,1,0
71481,410,1,0,3,35,20.0,0,1,0
71482,410,0,0,3,15,19.0,0,3,0
71484,410,0,0,3,30,30.0,0,3,0
71485,410,0,0,3,40,30.0,0,2,0
71486,411,0,0,3,45,20.0,0,2,0
71488,411,0,0,3,60,28.0,0,3,0
71489,448,1,0,3,30,26.0,0,2,0
71490,448,1,0,3,20,30.0,0,3,1
71491,448,0,0,3,40,16.0,0,2,0
71492,448,0,0,3,40,20.0,0,2,0
71493,448,0,0,3,10,8.0,0,1,1
71494,488,1,0,3,10,17.0,0,2,0
71495,489,1,0,3,10,25.0,0,3,0
71496,488,1,0,3,35,29.0,0,1,0
71497,488,1,0,3,40,24.0,0,1,0
71498,489,0,0,3,5,11.0,0,3,0
71499,488,0,0,3,5,25.0,0,2,0
71500,488,0,0,3,20,18.0,0,2,0
71501,488,0,0,3,30,23.0,0,2,0
71503,488,0,0,3,45,20.0,0,2,0
71504,531,1,0,3,15,26.0,0,1,0
71505,531,1,0,3,20,33.0,0,1,0
71506,531,1,0,3,15,35.0,0,2,1
71507,531,0,0,3,5,29.0,0,2,0
71508,531,0,0,3,10,25.0,0,1,0
71509,531,0,0,3,15,7.0,0,2,0
71511,531,0,0,3,15,27.0,0,2,0
71512,531,0,0,3,25,25.0,0,1,0
71513,531,0,0,3,40,14.0,0,2,0
71514,531,0,0,3,40,22.0,0,2,0
71515,531,0,0,3,40,22.0,0,2,1
71516,577,1,0,3,5,30.0,0,1,0
71517,577,1,0,3,5,33.0,0,1,0
71518,577,1,0,3,15,24.0,0,2,0
71519,577,0,0,3,5,19.0,0,1,0
71520,577,0,0,3,15,31.0,0,2,0
71521,577,0,0,3,40,9.0,0,2,0
71522,626,1,0,3,5,30.0,0,2,0
71524,626,1,0,3,20,32.0,0,2,1
71525,626,0,0,3,5,15.0,0,2,0
71526,626,0,0,3,20,18.0,0,2,0
71527,625,0,0,3,30,28.0,0,1,0
71529,677,1,0,3,10,10.0,0,1,0
71530,677,1,0,3,10,17.0,0,2,0
71531,677,1,0,3,15,22.0,0,1,0
71533,677,1,0,3,60,34.0,0,3,0
71534,677,0,0,3,10,18.0,0,2,0
71535,677,0,0,3,10,35.0,0,1,0
71536,677,0,0,3,30,31.0,0,2,0
71537,677,0,0,3,50,36.0,0,2,0
71538,677,0,0,3,20,38.0,0,2,1
71539,732,1,0,3,10,31.0,0,3,0
71540,731,1,0,3,15,42.0,0,1,0
71541,732,1,0,3,25,40.0,0,2,0
71542,731,1,0,3,30,33.0,0,3,0
71543,731,1,0,3,30,33.0,0,2,1
71544,732,0,0,3,15,10.0,0,2,0
71545,731,0,0,3,40,32.0,0,2,0
71546,732,0,0,3,60,25.0,0,2,0
71547,732,0,0,3,10,14.0,0,2,1
71548,789,1,0,3,20,10.0,0,2,0
71549,789,1,0,3,30,32.0,0,1,0
71550,790,1,0,3,40,22.0,0,3,0
71551,790,0,0,3,10,39.0,0,2,0
71552,789,0,0,3,20,11.0,0,2,0
71553,789,0,0,3,50,37.0,0,2,0
71554,850,1,0,3,5,14.0,0,2,0
71555,851,1,0,3,15,28.0,0,2,0
71556,851,1,0,3,20,37.0,0,2,0
71558,851,1,0,3,40,36.0,0,3,0
71559,850,1,0,3,20,28.0,0,1,1
71560,851,1,0,3,15,38.0,0,3,1
71562,851,0,0,3,20,37.0,0,1,0
71563,851,0,0,3,25,37.0,0,3,0
71564,851,0,0,3,35,27.0,0,2,0
71565,851,0,0,3,35,37.0,0,2,0
71568,850,0,0,3,40,38.0,0,3,1
71569,916,1,0,3,5,28.0,0,2,0
71570,915,1,0,3,15,21.0,0,3,0
71571,915,1,0,3,20,44.0,0,2,0
71573,915,0,0,3,5,36.0,0,1,0
71574,915,0,0,3,15,10.0,0,1,0
71575,916,0,0,3,15,15.0,0,2,0
71576,915,0,0,3,15,37.0,0,3,1
71577,915,0,0,3,50,34.0,0,3,1
71578,984,1,0,3,15,21.0,0,3,0
71579,984,1,0,3,30,36.0,0,2,1
71580,984,1,0,3,20,38.0,0,2,2
71581,984,0,0,3,5,24.0,0,1,0
71582,984,0,0,3,20,45.0,0,2,0
71583,984,0,0,3,60,34.0,0,1,0
71584,984,0,0,3,10,22.0,0,3,1
71585,984,0,0,3,20,37.0,0,1,1
71586,1056,1,0,3,10,41.0,0,2,0
71587,1056,1,0,3,15,35.0,0,2,0
71588,1056,1,0,3,25,24.0,0,2,0
71590,1056,1,0,3,40,22.0,0,1,0
71591,1056,1,0,3,45,45.0,0,2,0
71592,1056,1,0,3,50,35.0,0,2,0
71594,1056,0,0,3,5,12.0,0,3,0
71595,1056,0,0,3,15,27.0,0,1,0
71596,1056,0,0,3,30,36.0,0,1,0
71597,1056,0,0,3,40,43.0,0,1,0
71598,1056,0,0,3,10,35.0,0,2,1
71599,1132,1,0,3,5,11.0,0,2,0
71600,1132,1,0,3,20,39.0,0,3,0
71601,1132,1,0,3,30,44.0,0,2,0
71602,1132,1,0,3,35,17.0,0,2,0
71603,1132,1,0,3,20,40.0,0,1,1
71604,1132,1,0,3,15,38.0,0,2,1
71605,1132,0,0,3,40,37.0,0,3,0
71606,1132,0,0,3,60,21.0,0,1,0
71607,1132,0,0,3,20,33.0,0,2,1
71608,1132,0,0,3,5,35.0,0,2,1
71609,1212,1,0,3,5,24.0,0,2,0
71610,1212,1,0,3,5,43.0,0,2,0
71611,1212,1,0,3,10,30.0,0,1,0
71612,1212,1,0,3,40,29.0,0,3,0
71614,1212,1,0,3,20,25.0,0,2,1
71615,1212,1,0,3,30,40.0,0,1,1
71616,1212,1,0,3,25,38.0,0,2,2
71617,1212,0,0,3,5,42.0,0,2,0
71618,1212,0,0,3,10,37.0,0,2,0
71619,1212,0,0,3,10,41.0,0,2,0
71620,1212,0,0,3,20,15.0,0,1,0
71621,1212,0,0,3,30,40.0,0,3,1
71623,1297,1,0,3,10,20.0,0,1,0
71624,1297,1,0,3,10,21.0,0,2,0
71625,1296,1,0,3,25,50.0,0,1,0
71627,1297,1,0,3,60,30.0,0,2,0
71628,1296,1,0,3,40,39.0,0,3,1
71629,1296,1,0,3,20,42.0,0,3,2
71630,1297,0,0,3,15,22.0,0,1,0
71632,1297,0,0,3,20,35.0,0,3,0
71633,1297,0,0,3,25,32.0,0,2,0
71634,1297,0,0,3,10,40.0,0,3,1
71635,1385,1,0,3,15,44.0,0,2,0
71636,1385,1,0,3,30,46.0,0,1,0
71638,1385,1,0,3,20,48.0,0,2,1
71639,1385,0,0,3,10,22.0,0,2,0
71640,1385,0,0,3,10,29.0,0,2,0
71642,1385,0,0,3,20,42.0,0,3,1
71644,1478,1,0,3,5,35.0,0,2,0
71645,1478,1,0,3,20,29.0,0,2,0
71646,1478,1,0,3,30,41.0,0,2,0
71647,1478,1,0,3,10,40.0,0,2,1
71648,1478,0,0,3,5,32.0,0,2,0
71650,1478,0,0,3,20,18.0,0,1,0
71651,1478,0,0,3,20,36.0,0,2,0
71652,1478,0,0,3,30,37.0,0,2,0
71653,1478,0,0,3,40,30.0,0,2,0
71655,1576,1,0,3,10,27.0,0,2,0
71656,1575,1,0,3,10,51.0,0,2,0
71657,1575,1,0,3,40,40.0,0,1,0
71658,1576,1,0,3,15,40.0,0,2,1
71659,1575,1,0,3,25,39.0,0,1,1
71660,1575,0,0,3,30,52.0,0,3,0
71661,1575,0,0,3,30,42.0,0,1,1
71662,1678,1,0,3,20,27.0,0,1,0
71663,1678,1,0,3,20,48.0,0,3,0
71664,1678,1,0,3,30,35.0,0,2,0
71665,1678,1,0,3,60,48.0,0,2,0
71666,1678,1,0,3,20,26.0,0,2,1
71667,1678,1,0,3,15,20.0,0,1,1
71668,1678,1,0,3,20,49.0,0,2,2
71669,1678,0,0,3,5,45.0,0,2,0
71670,1678,0,0,3,20,15.0,0,2,0
71671,1678,0,0,3,25,44.0,0,2,0
71672,1678,0,0,3,40,35.0,0,2,0
71673,1678,0,0,3,40,42.0,0,3,0
71675,1785,1,0,3,10,37.0,0,2,0
71676,1785,1,0,3,30,45.0,0,3,0
71677,1786,1,0,3,20,40.0,0,3,1
71678,1786,1,0,3,10,47.0,0,2,1
71679,1785,0,0,3,10,51.0,0,2,0
71680,1785,0,0,3,20,52.0,0,1,0
71682,1898,1,0,3,5,52.0,0,2,0
71683,1898,1,0,3,10,31.0,0,1,0
71684,1898,1,0,3,20,35.0,0,3,1
71685,1898,1,0,3,20,50.0,0,1,2
71687,1898,0,0,3,20,19.0,0,2,0
71688,1898,0,0,3,20,49.0,0,2,0
71689,1898,0,0,3,20,55.0,0,1,0
71690,1898,0,0,3,10,30.0,0,1,1
71692,2015,1,0,3,15,26.0,0,1,0
71694,2015,1,0,3,15,53.0,0,2,1
71695,2015,0,0,3,30,42.0,0,1,0
71696,2015,0,0,3,50,48.0,0,3,0
71697,2139,1,0,3,15,47.0,0,2,0
71698,2139,1,0,3,10,53.0,0,2,1
71699,2139,1,0,3,25,48.0,0,1,1
71700,2139,0,0,3,15,30.0,0,1,0
71701,2139,0,0,3,20,32.0,0,1,0
71702,2139,0,0,3,20,45.0,0,1,0
71703,2139,0,0,3,30,27.0,0,1,0
71705,2267,1,0,3,20,18.0,0,2,0
71707,2401,1,0,3,5,18.0,0,3,0
71708,2402,1,0,3,15,50.0,0,1,0
71710,2401,1,0,3,20,30.0,0,3,2
71711,2401,1,0,3,40,54.0,0,2,2
71712,2401,0,0,3,50,45.0,0,2,0
71713,2401,0,0,3,40,40.0,0,2,1
71714,2401,0,0,3,20,45.0,0,2,2
71715,2541,1,0,3,5,60.0,0,2,0
71716,2542,1,0,3,20,37.0,0,2,0
71717,2541,1,0,3,25,50.0,0,2,0
71718,2541,1,0,3,30,53.0,0,2,1
71720,2542,0,0,3,10,55.0,0,2,0
71721,2541,0,0,3,20,47.0,0,2,0
71722,2542,0,0,3,20,57.0,0,1,0
71723,2542,0,0,3,20,39.0,0,3,1
71724,2688,1,0,3,20,41.0,0,1,0
71725,2688,1,0,3,40,50.0,0,1,2
71726,2688,0,0,3,10,36.0,0,1,0
71727,2688,0,0,3,20,20.0,0,3,0
71728,2688,0,0,3,20,53.0,0,2,0
71729,2688,0,0,3,10,30.0,0,3,1
71730,2688,0,0,3,5,40.0,0,3,1
71731,2840,1,0,3,30,49.0,0,2,0
71732,2840,1,0,3,30,50.0,0,2,0
71734,2840,1,0,3,20,40.0,0,2,2
71737,2999,1,0,3,20,60.0,0,2,0
71738,2999,1,0,3,20,60.0,0,2,1
71739,2999,0,0,3,15,56.0,0,2,1
71740,3165,1,0,3,15,60.0,0,1,1
71741,3165,0,0,3,15,45.0,0,1,0
71742,3164,0,0,3,10,55.0,0,2,1
71743,3337,1,0,3,5,30.0,0,2,0
71744,3337,0,0,3,15,40.0,0,3,0
71745,3516,1,0,3,30,57.0,0,2,1
71747,3702,1,0,3,20,58.0,0,1,0
71748,3702,1,0,3,25,53.0,0,3,0
71749,3702,1,0,3,30,50.0,0,2,1
71750,3702,1,0,3,10,64.0,0,3,1
71751,3702,1,0,3,40,60.0,0,2,2
71752,3702,0,0,3,10,38.0,0,1,0
71753,168,1,1,2,20,10.0,6,1,0
71754,231,1,1,2,10,18.0,5,2,0
71755,231,1,1,2,40,15.0,5,1,0
71756,257,1,1,2,5,20.0,2,1,0
71757,256,1,1,2,20,10.0,10,2,0
71758,256,1,1,2,30,6.0,6,1,0
71759,283,1,1,2,15,25.0,0,3,0
71761,342,1,1,2,20,31.0,4,3,0
71762,375,1,1,2,10,15.0,13,2,0
71763,375,1,1,2,20,20.0,8,2,0
71764,375,1,1,2,20,22.0,6,2,0
71765,375,1,1,2,30,26.0,4,2,0
71766,410,1,1,2,5,20.0,13,2,0
71767,411,1,1,2,10,24.0,5,1,0
71769,411,1,1,2,20,20.0,8,1,0
71770,410,1,1,2,30,22.0,2,1,0
71771,410,1,1,2,30,31.0,5,1,0
71772,410,1,1,2,40,20.0,6,3,0
71773,410,1,1,2,40,23.0,2,2,0
71774,411,1,1,2,40,24.0,5,2,0
71775,411,1,1,2,60,13.0,13,2,0
71776,448,1,1,2,5,10.0,16,2,0
71777,448,1,1,2,5,21.0,6,3,0
71779,448,1,1,2,15,20.0,13,1,0
71780,448,1,1,2,20,14.0,10,2,0
71781,448,1,1,2,20,17.0,15,2,0
71782,448,1,1,2,20,19.0,14,2,0
71783,448,1,1,2,20,20.0,7,2,0
71784,448,1,1,2,20,21.0,4,1,0
71785,448,1,1,2,20,26.0,7,1,0
71786,448,1,1,2,30,19.0,6,2,0
71788,448,1,1,2,40,18.0,2,3,0
71789,448,1,1,2,10,18.0,12,2,1
71790,488,1,1,2,15,21.0,10,1,0
71791,489,1,1,2,5,23.0,13,1,0
71792,488,1,1,2,15,15.0,15,2,0
71793,488,1,1,2,20,22.0,5,3,0
71794,488,1,1,2,20,24.0,15,2,0
71795,488,1,1,2,20,26.0,1,3,0
71796,488,1,1,2,30,17.0,15,1,0
71797,488,1,1,2,30,25.0,6,2,0
71798,488,1,1,2,40,31.0,1,3,0
71799,488,1,1,2,45,25.0,9,2,0
71800,489,1,1,2,50,18.0,4,2,0
71801,531,1,1,2,90,20.0,13,1,0
71802,531,1,1,2,20,17.0,17,2,0
71803,531,1,1,2,20,19.0,16,3,0
71804,531,1,1,2,20,29.0,1,2,0
71805,531,1,1,2,20,34.0,0,3,0
71806,531,1,1,2,30,24.0,10,2,0
71807,531,1,1,2,30,34.0,2,1,0
71808,531,1,1,2,40,11.0,8,2,0
71810,531,1,1,2,60,17.0,13,2,0
71811,531,1,1,2,60,31.0,0,1,0
71812,577,1,1,2,5,21.0,7,2,0
71813,577,1,1,2,15,15.0,17,2,0
