ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season 
60285,1297,1,0,2,40,40.0,6,2,1
60291,1385,1,0,2,10,40.0,6,2,0
60304,1385,1,0,2,50,40.0,6,2,0
60352,1575,1,0,2,20,23.0,21,3,0
60396,1678,1,0,2,40,30.0,17,2,0
60419,1785,1,0,2,15,30.0,15,2,0
60437,1785,1,0,2,60,35.0,11,1,0
60438,1786,1,0,2,15,44.0,3,1,1
60440,1786,1,0,2,30,20.0,25,3,1
60445,1898,1,0,2,10,40.0,7,1,0
60452,1898,1,0,2,20,15.0,34,2,0
60462,1898,1,0,2,30,40.0,7,1,0
60503,2139,1,0,2,5,39.0,10,2,0
60509,2138,1,0,2,20,50.0,3,1,0
60516,2139,1,0,2,30,32.0,18,2,0
60542,2267,1,0,2,50,33.0,21,3,0
60549,2267,1,0,2,30,27.0,24,2,1
60558,2402,1,0,2,20,32.0,20,2,0
60560,2401,1,0,2,20,35.0,13,1,0
60601,2840,1,0,2,20,30.0,23,1,0
60612,2999,1,0,2,50,40.0,17,1,0
60613,2999,1,0,2,60,30.0,24,2,0
60680,448,0,1,2,15,20.0,7,2,0
60693,488,0,1,2,40,17.0,13,1,0
60706,531,0,1,2,10,20.0,1,3,0
60708,531,0,1,2,20,16.0,16,1,0
60717,531,0,1,2,60,25.0,3,1,0
60732,625,0,1,2,5,15.0,16,2,0
60740,625,0,1,2,50,15.0,14,2,0
60746,677,0,1,2,15,20.0,11,3,0
60752,677,0,1,2,20,17.0,14,2,0
60754,677,0,1,2,20,17.0,17,1,0
60759,677,0,1,2,60,35.0,1,2,0
60788,790,0,1,2,40,30.0,5,2,0
60798,851,0,1,2,20,20.0,16,2,0
60823,984,0,1,2,10,20.0,16,3,0
60825,984,0,1,2,10,30.0,6,2,0
60831,984,0,1,2,20,31.0,8,1,0
60844,1056,0,1,2,25,30.0,6,2,0
60851,1132,0,1,2,15,18.0,21,2,0
60853,1132,0,1,2,15,40.0,1,1,0
60859,1132,0,1,2,30,28.0,12,1,0
60873,1212,0,1,2,35,30.0,6,2,0
60874,1212,0,1,2,40,36.0,7,2,0
60875,1212,0,1,2,50,35.0,1,3,0
60896,1385,0,1,2,10,35.0,7,1,0
60907,1478,0,1,2,5,40.0,4,3,0
60935,1678,0,1,2,5,20.0,15,3,0
60943,1678,0,1,2,10,34.0,10,1,0
60946,1678,0,1,2,20,34.0,11,1,0
60949,1678,0,1,2,20,35.0,9,3,0
60957,1786,0,1,2,10,30.0,10,2,0
60959,1785,0,1,2,15,40.0,8,2,0
60964,1785,0,1,2,20,22.0,25,3,0
60965,1786,0,1,2,20,45.0,5,3,0
60989,2016,0,1,2,20,7.0,32,2,0
60994,2016,0,1,2,20,47.0,4,2,0
61001,2138,0,1,2,10,40.0,10,3,0
61005,2138,0,1,2,40,30.0,16,2,0
61011,2267,0,1,2,15,20.0,29,2,0
61018,2267,0,1,2,40,51.0,2,3,1
61019,2401,0,1,2,5,24.0,30,1,0
61026,2401,0,1,2,20,45.0,7,2,0
61045,2840,0,1,2,20,40.0,13,3,1
61067,789,1,1,1,0,0.0,0,2,1
61077,1296,1,0,1,0,0.0,0,1,1
61087,3164,0,0,1,0,0.0,0,3,2
61120,375,1,1,3,20,27.0,0,1,0
61151,488,1,1,3,45,31.0,0,1,0
61169,531,1,0,3,40,32.0,0,3,0
61173,577,1,1,3,30,30.0,0,2,0
61178,577,1,0,3,25,28.0,0,2,0
61198,677,1,1,3,15,36.0,0,3,1
61202,731,1,1,3,5,34.0,0,2,0
61211,732,1,0,3,30,34.0,0,2,2
61218,851,1,1,3,10,40.0,0,2,0
61220,851,1,0,3,5,37.0,0,3,0
61221,851,1,0,3,15,36.0,0,3,0
61225,851,1,0,3,40,38.0,0,3,0
61234,915,1,1,3,40,40.0,0,1,1
61270,1212,1,0,3,20,40.0,0,2,0
61274,1212,1,0,3,35,44.0,0,3,0
61288,1385,1,1,3,15,45.0,0,2,0
61310,1478,1,0,3,20,40.0,0,2,1
61318,1576,1,0,3,50,50.0,0,2,0
61354,2016,1,0,3,20,50.0,0,3,1
61366,2267,1,1,3,20,53.0,0,2,0
61381,2267,1,0,3,40,60.0,0,1,2
61410,2840,1,1,3,60,63.0,0,3,0
61411,2840,1,0,3,5,60.0,0,1,0
61428,3895,1,1,3,5,63.0,0,1,0
61430,151,0,1,3,20,20.0,0,1,0
61465,311,0,0,3,35,25.0,0,1,0
61478,410,0,1,3,5,30.0,0,2,0
61487,448,0,0,3,10,33.0,0,2,0
61500,531,0,1,3,30,30.0,0,1,0
61502,531,0,0,3,5,24.0,0,1,0
61515,577,0,0,3,20,33.0,0,2,0
61522,626,0,0,3,5,5.0,0,1,0
61540,677,0,0,3,20,35.0,0,1,1
61543,732,0,1,3,10,12.0,0,2,0
61550,732,0,0,3,40,34.0,0,1,0
61553,789,0,1,3,15,37.0,0,2,0
61568,851,0,0,3,10,32.0,0,3,1
61571,916,0,1,3,15,35.0,0,1,0
61577,984,0,1,3,10,30.0,0,3,0
61651,1478,0,1,3,20,40.0,0,1,2
61661,1575,0,1,3,20,47.0,0,1,1
61702,2139,0,1,3,15,16.0,0,1,0
61712,2267,0,1,3,20,48.0,0,1,1
61714,2267,0,1,3,40,51.0,0,2,2
61720,2402,0,0,3,5,50.0,0,2,0
61730,2688,0,0,3,20,50.0,0,3,0
61738,2999,0,0,3,95,50.0,0,1,1
61750,209,1,1,2,20,20.0,4,1,0
61759,283,1,1,2,20,15.0,8,3,0
61761,283,1,1,2,40,25.0,1,2,0
61784,448,1,1,2,20,15.0,14,1,0
61795,448,1,1,2,40,14.0,16,1,0
61833,625,1,1,2,20,16.0,18,3,0
61845,677,1,1,2,5,20.0,10,3,0
61846,677,1,1,2,10,14.0,19,2,0
61853,677,1,1,2,25,17.0,16,2,0
61861,677,1,1,2,20,20.0,15,2,1
61862,732,1,1,2,10,17.0,19,2,0
61863,731,1,1,2,10,22.0,10,1,0
61896,851,1,1,2,15,25.0,14,1,0
61898,850,1,1,2,20,34.0,3,1,0
61902,851,1,1,2,40,26.0,14,2,0
61922,915,1,1,2,20,34.0,5,1,1
61935,984,1,1,2,20,30.0,10,3,0
61950,1056,1,1,2,15,20.0,17,1,0
61951,1056,1,1,2,20,16.0,23,2,0
61962,1056,1,1,2,40,30.0,8,2,0
61969,1056,1,1,2,40,26.0,14,2,1
61978,1132,1,1,2,20,20.0,19,3,0
61987,1132,1,1,2,30,30.0,11,3,0
61990,1132,1,1,2,40,30.0,8,2,0
61995,1132,1,1,2,50,36.0,8,3,0
61998,1132,1,1,2,5,20.0,22,2,1
62000,1132,1,1,2,70,38.0,3,2,1
62004,1212,1,1,2,10,20.0,19,2,0
62005,1212,1,1,2,10,30.0,9,1,0
62019,1212,1,1,2,30,40.0,4,2,0
62037,1296,1,1,2,20,12.0,30,3,0
62050,1296,1,1,2,80,36.0,10,1,0
62054,1296,1,1,2,20,18.0,26,2,1
62055,1385,1,1,2,40,25.0,15,2,0
62060,1385,1,1,2,15,13.0,29,1,0
62068,1385,1,1,2,20,30.0,16,2,0
62069,1385,1,1,2,20,40.0,8,1,0
62074,1385,1,1,2,15,24.0,22,2,1
62081,1478,1,1,2,20,14.0,31,2,0
62096,1478,1,1,2,40,13.0,32,1,0
62100,1478,1,1,2,40,34.0,12,1,0
62104,1478,1,1,2,60,25.0,20,2,0
62121,1576,1,1,2,30,30.0,18,2,0
62130,1575,1,1,2,20,22.0,25,1,1
62132,1678,1,1,2,10,35.0,10,1,0
62138,1678,1,1,2,25,31.0,17,1,0
62140,1678,1,1,2,25,44.0,4,2,0
62153,1785,1,1,2,10,20.0,26,3,0
62159,1785,1,1,2,30,44.0,4,1,0
62171,1898,1,1,2,20,50.0,2,2,0
62175,1898,1,1,2,30,40.0,11,2,0
62176,1898,1,1,2,30,36.0,15,3,0
62186,2016,1,1,2,15,40.0,10,3,0
62199,2016,1,1,2,40,30.0,17,1,0
62223,2138,1,1,2,30,50.0,2,3,0
62227,2138,1,1,2,60,40.0,10,2,0
62237,2267,1,1,2,20,27.0,24,2,0
62240,2267,1,1,2,20,36.0,20,3,0
62244,2267,1,1,2,40,20.0,31,1,0
62245,2267,1,1,2,40,53.0,0,2,0
62248,2267,1,1,2,20,32.0,19,2,1
62271,2401,1,1,2,20,40.0,15,2,1
62278,2541,1,1,2,5,40.0,13,2,0
62304,2687,1,1,2,20,50.0,4,2,1
62311,2840,1,1,2,20,47.0,10,2,0
62335,3165,1,1,2,30,52.0,6,2,0
62379,4096,1,1,2,20,60.0,9,1,0
62404,375,1,0,2,15,20.0,4,1,0
62416,410,1,0,2,20,22.0,2,2,0
62429,410,1,0,2,50,24.0,7,3,0
62434,410,1,0,2,30,22.0,3,2,1
62437,448,1,0,2,15,20.0,2,2,0
62447,448,1,0,2,60,20.0,8,2,1
62448,488,1,0,2,10,13.0,17,2,0
62454,488,1,0,2,15,17.0,13,2,0
62455,488,1,0,2,15,20.0,1,2,0
62472,488,1,0,2,60,15.0,16,2,0
62475,531,1,0,2,10,16.0,14,2,0
62500,577,1,0,2,10,30.0,2,3,0
62502,577,1,0,2,15,13.0,19,1,0
62511,577,1,0,2,30,11.0,18,2,0
62524,577,1,0,2,60,18.0,14,3,0
62528,625,1,0,2,10,10.0,19,1,0
62537,626,1,0,2,25,20.0,14,1,0
62559,677,1,0,2,15,30.0,2,1,0
62578,677,1,0,2,60,20.0,11,3,0
62579,677,1,0,2,60,11.0,19,2,0
62585,732,1,0,2,5,12.0,19,2,0
62588,731,1,0,2,10,30.0,4,1,0
62593,731,1,0,2,15,25.0,11,3,0
62601,732,1,0,2,30,30.0,7,1,0
62609,790,1,0,2,5,17.0,19,1,0
62610,789,1,0,2,5,30.0,3,2,0
62614,789,1,0,2,10,30.0,0,1,0
62621,789,1,0,2,20,25.0,10,2,0
62642,851,1,0,2,10,30.0,2,1,0
62661,851,1,0,2,40,30.0,6,2,0
62689,916,1,0,2,35,15.0,22,2,0
62692,915,1,0,2,40,20.0,16,1,0
62695,915,1,0,2,60,16.0,21,2,0
62707,984,1,0,2,25,20.0,16,3,0
62739,1056,1,0,2,30,30.0,8,3,0
62744,1056,1,0,2,40,20.0,16,3,0
62758,1132,1,0,2,10,30.0,1,2,0
62765,1132,1,0,2,20,30.0,8,1,0
62768,1132,1,0,2,30,14.0,24,1,0
62790,1212,1,0,2,10,30.0,4,1,0
62797,1212,1,0,2,20,19.0,20,1,0
62822,1212,1,0,2,30,30.0,9,1,1
62830,1297,1,0,2,10,30.0,13,2,0
62836,1297,1,0,2,20,40.0,6,2,0
62839,1297,1,0,2,30,40.0,3,3,0
62852,1297,1,0,2,30,15.0,27,2,1
62857,1385,1,0,2,10,20.0,19,2,0
62864,1385,1,0,2,20,18.0,27,1,0
62866,1385,1,0,2,20,32.0,9,2,0
62883,1385,1,0,2,50,46.0,1,3,0
62889,1385,1,0,2,60,38.0,6,3,1
62902,1478,1,0,2,15,20.0,19,2,0
62910,1478,1,0,2,20,40.0,7,3,0
62930,1576,1,0,2,15,30.0,18,2,0
62932,1575,1,0,2,15,30.0,14,2,0
62943,1576,1,0,2,20,42.0,4,2,0
62953,1576,1,0,2,40,16.0,29,2,0
62955,1576,1,0,2,40,17.0,28,2,0
62969,1678,1,0,2,20,35.0,14,2,0
62972,1678,1,0,2,30,15.0,29,1,0
62989,1785,1,0,2,10,30.0,19,2,0
62997,1785,1,0,2,30,30.0,18,2,0
63024,1898,1,0,2,25,49.0,2,3,0
63027,1898,1,0,2,40,7.0,34,2,0
63039,2015,1,0,2,20,15.0,33,1,0
63076,2139,1,0,2,10,13.0,38,2,1
63095,2267,1,0,2,60,54.0,1,3,0
63100,2401,1,0,2,20,20.0,30,2,0
63104,2402,1,0,2,20,40.0,12,3,0
63106,2401,1,0,2,30,50.0,5,2,0
63117,2541,1,0,2,15,19.0,35,1,0
63124,2541,1,0,2,40,26.0,28,2,0
63136,2688,1,0,2,40,40.0,15,1,1
63164,2999,1,0,2,50,30.0,27,3,0
63179,3337,1,0,2,15,40.0,16,1,0
63227,411,0,1,2,5,25.0,3,2,0
63237,448,0,1,2,20,15.0,14,1,0
63249,488,0,1,2,20,12.0,17,1,0
63250,489,0,1,2,20,20.0,11,2,0
63257,531,0,1,2,10,10.0,18,1,0
63269,577,0,1,2,10,12.0,19,1,0
63274,577,0,1,2,20,18.0,14,3,0
63279,577,0,1,2,30,30.0,3,2,0
63291,677,0,1,2,5,12.0,17,2,0
63292,677,0,1,2,5,17.0,13,1,0
63296,677,0,1,2,20,20.0,13,1,0
63305,732,0,1,2,15,30.0,4,2,0
63312,731,0,1,2,60,30.0,3,2,0
63322,789,0,1,2,40,20.0,13,3,0
63324,851,0,1,2,5,5.0,24,2,0
63329,851,0,1,2,10,10.0,7,2,0
63339,851,0,1,2,50,37.0,1,1,0
63344,851,0,1,2,40,32.0,4,2,1
63350,916,0,1,2,10,16.0,21,2,0
63354,915,0,1,2,15,20.0,15,2,0
63363,984,0,1,2,20,30.0,11,2,0
63369,1056,0,1,2,5,20.0,17,2,0
63371,1056,0,1,2,10,20.0,17,1,0
63394,1212,0,1,2,5,20.0,19,3,0
63403,1212,0,1,2,20,35.0,6,3,0
63448,1576,0,1,2,10,28.0,15,1,0
63451,1576,0,1,2,10,40.0,6,1,0
63464,1678,0,1,2,10,20.0,26,2,0
63469,1678,0,1,2,30,40.0,4,2,0
63472,1678,0,1,2,40,40.0,3,2,0
63494,1898,0,1,2,40,40.0,10,2,0
63507,2139,0,1,2,20,30.0,20,3,0
63511,2139,0,1,2,20,45.0,4,3,0
63516,2267,0,1,2,5,10.0,39,1,0
63518,2267,0,1,2,10,50.0,2,1,0
63542,2688,0,1,2,5,17.0,37,3,0
63545,2688,0,1,2,20,28.0,25,2,0
63553,2688,0,1,2,20,40.0,12,2,2
63554,2840,0,1,2,20,50.0,2,3,0
63576,851,0,1,1,0,0.0,0,2,1
63579,1132,0,0,1,0,0.0,0,2,2
63597,168,1,1,3,20,19.0,0,2,0
63614,232,1,0,3,60,24.0,0,2,0
63630,342,1,0,3,35,25.0,0,1,0
63634,410,1,1,3,15,25.0,0,1,0
63647,448,1,1,3,20,32.0,0,2,0
63653,489,1,1,3,40,32.0,0,1,0
63694,677,1,1,3,35,36.0,0,2,0
63704,732,1,1,3,40,38.0,0,3,0
63711,731,1,0,3,30,30.0,0,1,0
63712,732,1,0,3,35,30.0,0,2,0
63732,851,1,0,3,15,40.0,0,1,0
63759,984,1,0,3,10,30.0,0,2,0
63767,984,1,0,3,50,42.0,0,1,1
63769,1056,1,1,3,10,40.0,0,2,0
63774,1056,1,1,3,20,40.0,0,1,1
63780,1056,1,0,3,20,40.0,0,2,1
63798,1212,1,0,3,10,40.0,0,2,0
63802,1296,1,1,3,20,45.0,0,1,0
63811,1296,1,0,3,45,40.0,0,2,0
63827,1478,1,1,3,25,50.0,0,2,0
63831,1478,1,1,3,10,40.0,0,2,1
63847,1678,1,1,3,40,50.0,0,2,2
63866,1898,1,1,3,30,50.0,0,1,1
63874,2016,1,1,3,5,52.0,0,1,0
63877,2016,1,1,3,15,50.0,0,2,0
63881,2015,1,1,3,20,50.0,0,3,1
63890,2139,1,1,3,10,50.0,0,2,0
63897,2139,1,0,3,25,50.0,0,1,0
63903,2267,1,1,3,10,55.0,0,2,0
63917,2401,1,1,3,60,58.0,0,2,2
63918,2401,1,0,3,15,55.0,0,1,0
63948,2840,1,1,3,15,64.0,0,1,2
63973,3895,1,1,3,20,63.0,0,2,2
63980,150,0,0,3,40,15.0,0,1,0
63989,232,0,1,3,45,22.0,0,3,0
63990,232,0,0,3,30,19.0,0,1,0
63998,283,0,0,3,25,22.0,0,2,0
64010,342,0,0,3,25,27.0,0,1,0
64013,342,0,0,3,60,29.0,0,3,0
64025,411,0,1,3,25,31.0,0,2,2
64034,448,0,0,3,5,27.0,0,1,0
64035,448,0,0,3,10,33.0,0,2,0
64062,577,0,1,3,30,33.0,0,3,0
64063,577,0,1,3,30,30.0,0,1,0
64067,577,0,1,3,20,33.0,0,2,1
64081,625,0,1,3,20,32.0,0,2,1
64086,677,0,1,3,10,31.0,0,3,0
64119,790,0,0,3,15,36.0,0,2,0
64120,850,0,1,3,5,30.0,0,2,0
64127,851,0,0,3,15,32.0,0,3,0
64129,850,0,0,3,15,38.0,0,1,0
64139,915,0,1,3,15,39.0,0,1,1
64147,915,0,0,3,30,35.0,0,2,0
64158,1056,0,1,3,10,40.0,0,1,0
64161,1056,0,1,3,30,40.0,0,2,1
64174,1132,0,1,3,20,40.0,0,1,1
64180,1212,0,1,3,10,49.0,0,3,0
64197,1297,0,0,3,15,39.0,0,2,0
64199,1296,0,0,3,35,40.0,0,1,0
64207,1385,0,1,3,20,45.0,0,3,0
64212,1385,0,0,3,40,40.0,0,1,0
64245,1786,0,0,3,25,49.0,0,3,0
64253,1898,0,0,3,20,50.0,0,2,0
64276,2267,0,1,3,15,51.0,0,2,1
64309,3164,0,0,3,30,55.0,0,1,1
64312,3337,0,1,3,60,60.0,0,2,1
64328,283,1,1,2,20,20.0,7,3,0
64345,410,1,1,2,20,25.0,3,3,0
64353,448,1,1,2,15,25.0,3,3,0
64360,488,1,1,2,30,17.0,12,3,0
64361,488,1,1,2,40,20.0,9,3,0
64371,531,1,1,2,30,18.0,12,2,0
64394,625,1,1,2,30,30.0,3,1,0
64397,625,1,1,2,40,30.0,4,3,0
64407,677,1,1,2,20,17.0,17,2,0
64411,677,1,1,2,25,23.0,8,1,0
64420,731,1,1,2,15,18.0,18,1,0
64430,731,1,1,2,30,37.0,2,1,0
64431,731,1,1,2,35,22.0,13,3,0
64454,850,1,1,2,20,24.0,13,1,0
64461,851,1,1,2,60,23.0,15,2,0
64466,851,1,1,2,60,34.0,3,1,1
64474,915,1,1,2,15,14.0,22,2,0
64476,916,1,1,2,20,13.0,25,3,0
64478,915,1,1,2,25,34.0,5,1,0
64515,1056,1,1,2,20,34.0,5,2,0
64516,1056,1,1,2,25,34.0,5,2,0
64526,1056,1,1,2,60,40.0,4,2,0
64539,1132,1,1,2,20,10.0,26,3,0
64541,1132,1,1,2,25,14.0,27,3,0
64544,1132,1,1,2,30,26.0,16,2,0
64546,1132,1,1,2,30,30.0,9,2,0
64558,1212,1,1,2,20,19.0,20,3,0
64567,1212,1,1,2,40,40.0,4,1,0
64568,1212,1,1,2,40,40.0,4,2,0
64578,1296,1,1,2,5,27.0,15,2,0
64581,1297,1,1,2,20,13.0,28,2,0
64590,1296,1,1,2,25,40.0,0,2,0
64594,1296,1,1,2,60,36.0,8,2,0
64605,1385,1,1,2,20,38.0,7,2,0
64632,1478,1,1,2,20,30.0,15,2,0
64640,1478,1,1,2,40,34.0,14,1,0
64652,1576,1,1,2,20,30.0,14,2,0
64657,1575,1,1,2,30,27.0,20,3,0
64661,1576,1,1,2,40,26.0,20,2,0
64664,1576,1,1,2,60,25.0,20,2,0
64665,1576,1,1,2,20,26.0,20,1,1
64667,1576,1,1,2,40,50.0,1,3,1
64693,1678,1,1,2,40,38.0,10,2,1
64694,1678,1,1,2,40,40.0,6,1,1
64704,1786,1,1,2,20,42.0,5,2,0
64710,1785,1,1,2,40,40.0,9,1,0
64714,1785,1,1,2,60,42.0,11,2,0
64734,2016,1,1,2,10,35.0,13,1,0
64746,2016,1,1,2,20,49.0,3,2,0
64750,2015,1,1,2,30,32.0,18,2,0
64756,2015,1,1,2,40,44.0,4,2,0
64781,2138,1,1,2,15,30.0,18,3,1
64800,2267,1,1,2,20,20.0,30,1,1
64805,2401,1,1,2,15,44.0,8,2,0
64807,2402,1,1,2,20,35.0,17,2,0
64843,2542,1,1,2,10,50.0,5,3,1
64847,2688,1,1,2,5,39.0,17,3,0
64851,2688,1,1,2,20,25.0,29,2,0
64858,2688,1,1,2,20,28.0,27,2,1
64881,2999,1,1,2,30,42.0,12,2,0
64886,3165,1,1,2,10,55.0,6,1,0
64905,3702,1,1,2,20,35.0,23,2,2
64919,232,1,0,2,20,22.0,1,2,0
64922,257,1,0,2,20,11.0,10,1,0
64954,410,1,0,2,20,22.0,3,2,0
64971,448,1,0,2,40,17.0,10,1,0
64976,448,1,0,2,70,20.0,8,2,0
64980,489,1,0,2,20,19.0,11,2,0
64982,488,1,0,2,20,27.0,2,1,0
64984,488,1,0,2,25,17.0,11,1,0
64987,488,1,0,2,25,25.0,4,2,0
64991,488,1,0,2,40,20.0,7,2,0
64993,488,1,0,2,40,26.0,5,2,1
65001,531,1,0,2,20,27.0,2,1,0
65005,531,1,0,2,30,30.0,0,1,0
65008,531,1,0,2,40,32.0,0,1,0
65009,531,1,0,2,60,20.0,7,2,0
65020,577,1,0,2,15,30.0,2,1,0
65042,626,1,0,2,20,30.0,2,3,0
65051,625,1,0,2,30,30.0,1,2,0
65064,677,1,0,2,10,16.0,17,1,0
65079,677,1,0,2,40,23.0,12,1,0
65083,677,1,0,2,60,35.0,1,2,0
65087,677,1,0,2,5,12.0,18,2,1
65108,732,1,0,2,45,20.0,15,1,0
65114,731,1,0,2,80,17.0,15,3,0
65123,789,1,0,2,15,30.0,7,2,0
65131,789,1,0,2,20,33.0,1,1,0
65132,789,1,0,2,25,30.0,1,2,0
65138,790,1,0,2,40,20.0,15,2,0
65144,789,1,0,2,60,30.0,5,2,0
65155,850,1,0,2,10,30.0,5,2,0
65160,850,1,0,2,20,22.0,11,1,0
65170,851,1,0,2,50,30.0,5,1,0
65175,851,1,0,2,80,20.0,18,2,0
65186,915,1,0,2,20,33.0,5,1,0
65194,915,1,0,2,40,30.0,6,1,0
65203,915,1,0,2,55,35.0,1,2,0
65207,915,1,0,2,60,24.0,15,1,1
65226,984,1,0,2,40,20.0,17,2,0
65231,984,1,0,2,50,37.0,3,2,0
65233,984,1,0,2,60,25.0,13,2,0
65246,1056,1,0,2,20,16.0,23,2,0
65254,1056,1,0,2,20,40.0,2,2,0
65291,1132,1,0,2,30,30.0,10,1,0
65295,1132,1,0,2,40,32.0,8,3,0
65302,1132,1,0,2,50,37.0,1,1,0
65313,1212,1,0,2,5,20.0,14,3,0
65314,1212,1,0,2,10,33.0,9,3,0
65333,1212,1,0,2,30,33.0,9,2,0
65336,1212,1,0,2,30,36.0,3,3,0
65345,1212,1,0,2,50,20.0,17,2,0
65352,1296,1,0,2,5,45.0,0,3,0
65356,1296,1,0,2,20,20.0,24,2,0
65378,1385,1,0,2,10,10.0,29,2,0
65390,1385,1,0,2,20,40.0,4,1,0
65398,1385,1,0,2,30,20.0,24,2,0
65402,1385,1,0,2,40,22.0,17,1,0
65404,1385,1,0,2,40,40.0,6,1,0
65405,1385,1,0,2,40,40.0,6,2,0
65434,1478,1,0,2,40,30.0,15,1,0
65440,1478,1,0,2,10,34.0,5,3,1
65441,1478,1,0,2,40,40.0,7,3,1
65481,1678,1,0,2,40,45.0,2,3,1
65486,1785,1,0,2,10,10.0,35,2,0
65509,1786,1,0,2,60,43.0,8,2,0
65536,2016,1,0,2,10,40.0,11,2,0
65537,2016,1,0,2,10,38.0,15,3,0
65547,2015,1,0,2,30,50.0,1,2,0
65552,2016,1,0,2,40,44.0,7,1,0
65565,2139,1,0,2,10,15.0,28,3,0
65573,2138,1,0,2,20,37.0,14,3,0
65579,2138,1,0,2,40,40.0,12,2,0
65581,2139,1,0,2,40,30.0,20,2,0
65583,2138,1,0,2,40,50.0,3,3,0
65589,2138,1,0,2,20,28.0,22,2,1
65594,2267,1,0,2,15,44.0,4,2,0
65606,2267,1,0,2,40,50.0,7,2,0
65626,2401,1,0,2,80,52.0,0,3,0
65629,2401,1,0,2,40,25.0,27,2,1
65645,2688,1,0,2,10,15.0,36,2,0
65663,2688,1,0,2,20,40.0,16,2,1
65668,2840,1,0,2,20,20.0,33,1,0
65681,2999,1,0,2,20,16.0,37,2,0
65682,2999,1,0,2,20,41.0,17,2,0
65686,2999,1,0,2,40,24.0,33,1,0
65698,3164,1,0,2,20,20.0,35,1,1
65699,3164,1,0,2,40,40.0,17,1,1
65705,3337,1,0,2,30,40.0,16,2,0
65706,3336,1,0,2,5,20.0,26,2,1
65713,3516,1,0,2,20,30.0,32,1,0
65740,257,0,1,2,5,20.0,0,3,0
65741,257,0,1,2,20,17.0,6,1,0
65746,312,0,1,2,30,25.0,2,2,0
65749,342,0,1,2,20,15.0,11,2,0
65758,411,0,1,2,5,15.0,5,2,0
65766,410,0,1,2,30,23.0,5,2,0
65782,488,0,1,2,10,20.0,7,2,0
65787,488,0,1,2,20,30.0,1,2,0
65788,488,0,1,2,40,17.0,13,3,0
65796,577,0,1,2,5,17.0,15,1,0
65803,577,0,1,2,40,12.0,19,3,0
65804,577,0,1,2,40,17.0,16,2,0
65812,625,0,1,2,10,30.0,2,2,0
65821,625,0,1,2,20,30.0,3,2,0
65852,731,0,1,2,15,20.0,15,1,0
65857,731,0,1,2,50,18.0,17,3,0
65867,789,0,1,2,25,21.0,14,1,0
65882,851,0,1,2,20,30.0,6,2,0
65904,984,0,1,2,5,25.0,6,2,0
65906,984,0,1,2,15,18.0,21,3,0
65919,1056,0,1,2,10,35.0,6,1,0
65922,1056,0,1,2,20,36.0,5,2,0
65924,1056,0,1,2,20,35.0,2,3,0
65930,1132,0,1,2,10,20.0,18,2,0
65937,1132,0,1,2,30,40.0,1,2,0
65958,1296,0,1,2,20,14.0,27,1,0
65973,1385,0,1,2,20,30.0,16,2,0
65984,1478,0,1,2,10,20.0,11,2,0
65991,1478,0,1,2,20,40.0,2,2,0
65995,1478,0,1,2,30,30.0,14,1,0
65997,1478,0,1,2,45,30.0,16,2,0
66002,1576,0,1,2,15,47.0,1,2,0
66007,1678,0,1,2,5,10.0,16,1,0
66015,1678,0,1,2,20,35.0,8,1,0
66017,1786,0,1,2,10,35.0,13,1,0
66019,1786,0,1,2,15,30.0,19,3,0
66028,1898,0,1,2,15,40.0,7,2,0
66066,2401,0,1,2,20,40.0,10,2,0
66069,2542,0,1,2,10,30.0,21,1,0
66071,2542,0,1,2,15,30.0,13,1,0
66072,2542,0,1,2,15,45.0,7,2,0
66079,2688,0,1,2,40,25.0,30,3,0
66080,2688,0,1,2,40,44.0,12,1,0
66082,2687,0,1,2,15,40.0,10,1,1
66108,3896,0,1,2,20,54.0,5,2,0
66118,1212,0,0,1,0,0.0,0,2,1
66183,448,1,0,3,25,27.0,0,1,0
66204,577,1,1,3,15,33.0,0,2,0
66209,577,1,0,3,40,30.0,0,3,1
66213,625,1,1,3,40,34.0,0,1,0
66219,625,1,0,3,40,35.0,0,3,1
66222,677,1,1,3,30,30.0,0,1,0
66223,677,1,1,3,30,35.0,0,3,0
66247,790,1,1,3,35,36.0,0,2,0
66253,790,1,0,3,20,36.0,0,3,0
66259,851,1,1,3,50,40.0,0,2,0
66265,851,1,0,3,5,37.0,0,1,1
66275,984,1,1,3,5,46.0,0,2,0
66277,984,1,1,3,15,40.0,0,3,0
66283,984,1,0,3,10,30.0,0,1,0
66302,1132,1,1,3,5,45.0,0,1,0
66324,1212,1,0,3,35,43.0,0,2,0
66326,1212,1,0,3,30,44.0,0,3,1
66369,1576,1,1,3,10,44.0,0,2,0
66384,1678,1,1,3,10,48.0,0,2,1
66386,1678,1,0,3,10,48.0,0,2,0
66387,1678,1,0,3,35,50.0,0,1,0
66390,1678,1,0,3,30,50.0,0,2,1
66397,1786,1,1,3,45,49.0,0,2,1
66400,1785,1,0,3,20,50.0,0,3,0
66414,1898,1,0,3,40,50.0,0,3,0
66421,2016,1,0,3,5,52.0,0,3,0
66427,2016,1,0,3,10,50.0,0,2,1
66438,2267,1,1,3,20,55.0,0,1,1
66457,2542,1,1,3,5,50.0,0,3,2
66464,2688,1,1,3,10,60.0,0,2,1
